Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1244.jpg,benign,512.8893737988469,1150.676667538056,852.6460401985906,1068.298678839309,0.9921125492295567,0.9823043602937586,0.9868876135669026,0.9835712072272736,2.011330877642537,4.512457519757083,3.3437099615631007,4.189406583683565,0.09497799068165429,0.10757498883362959,0.10455213664582069,0.10594029381186593,0.9698087959123655,0.9635383791410479,0.9663188935160587,0.9647422923940735,0.9847887062270594,0.9815999078754276,0.9830152051296351,0.9822129567431258,0.6473385296657373,0.07248561406483475,0.3677773242333704,0.13977640674321354
712.jpg,benign,4474.113649103138,4312.422329023306,1342.1039197629723,4439.258279876933,0.9311950043197622,0.9336815684645634,0.9793605031869872,0.9317310263605799,17.545543721973093,16.911460113816887,5.26315262652146,17.408855999517385,0.3271660195898516,0.3235490125993964,0.24625499120215985,0.3249730226725611,0.8609934024411673,0.8638045324644472,0.9038183388516139,0.8620979316453564,0.9278973016671442,0.9294108523491896,0.950693609346152,0.9284922894916018,0.08178792234804795,0.10710078514648566,0.7283085603716765,0.08106861086321919
1537.jpg,benign,744.6008167841128,1171.5980614932937,561.0541119474696,1150.676667538056,0.9885491831454478,0.9819826213900087,0.991371849537916,0.9823043602937584,2.920003203074952,4.594502201934485,2.2002122037155667,4.512457519757083,0.10163385868618338,0.10671491846566904,0.09526840160792746,0.10640985624261476,0.9675673536088558,0.9635437233148998,0.969843710716612,0.9638539765457997,0.9836500158129698,0.9816026300468534,0.9848064331210535,0.9817606513533733,0.457627386326677,0.039737302417127064,0.6005878132739003,0.05688485058824981
909.jpg,benign,1416.3036515054453,1943.0744635926721,1071.3399863869315,1975.764141647731,0.9782194252836489,0.9701184993142332,0.9835244365886425,0.9696157822771241,5.55413196668802,7.619899857226166,4.20133327994875,7.748094673128357,0.16711424137392428,0.17288335399984361,0.15733801921482188,0.17353333022860218,0.9413418568244477,0.936594655081862,0.9453854678309884,0.936102823475491,0.970227734516205,0.9677782055212144,0.9723093478060305,0.9675240686802014,0.416868743059408,0.13175018454802756,0.5710558512297321,0.11764050669091083
1721.jpg,benign,602.7101016976299,1208.210500914959,719.8675728699552,1212.1332622815662,0.9907312443992,0.9814195783084464,0.9889295424465605,0.9813592522639933,2.363569026265215,4.738080395744937,2.823010089686099,4.7534637736532,0.09852337862356395,0.10725095066342583,0.10166896504444596,0.10736014239178845,0.9686664226084333,0.9629618230097279,0.9675669766855103,0.9628840144506833,0.9842085259783281,0.9813061820908537,0.9836498242187157,0.9812665358864957,0.5815507658443295,0.01180706312756717,0.48472649082437785,0.009637693454042563
289.jpg,benign,95.02772661755286,753.1701823885459,713.3588244714927,753.1701823885459,0.9985386195273036,0.9884173994650056,0.9890296369994849,0.9884173994650056,0.37265775144138374,2.9536085583864544,2.7974855861627166,2.9536085583864544,0.053546863533861074,0.07162957028365755,0.07246929226080169,0.07162957028365755,0.9832644533739577,0.9769561827655714,0.9772104282250614,0.9769561827655714,0.9915969208171018,0.9884109382061549,0.9885395430760782,0.9884109382061549,0.9043351518594227,0.0010711911788194573,0.08114825854614784,0.0010711911788194573
1682.jpg,benign,787.5585562139654,1846.3130165496993,1195.0062059577192,1854.1585392829134,0.9878885590961466,0.9716065417440761,0.9816226400830788,0.9714858896551701,3.088464926329276,7.240443202155683,4.686298846893017,7.271209957972209,0.1318202640985431,0.1501802710959584,0.14610462878338465,0.15014129707152807,0.9555682590055832,0.9441480374556113,0.9500548505424913,0.9440342497394417,0.977531717646841,0.9716728037027749,0.9747075718093562,0.9716142494526527,0.6269535288911582,-0.004585788285406307,0.4239930541424172,-0.00885456642259642
1696.jpg,benign,596.2013532991672,581.8762693800398,108.04522341447789,585.7990307466468,0.9908313389521243,0.9910516367394574,0.9983384304214549,0.9909913106950045,2.338044522741832,2.28186772305898,0.4237067584881486,2.2972511009672427,0.06218630079863749,0.06178316804544119,0.0483954428804652,0.06195657504914965,0.9809557517946248,0.9811873481014065,0.9854330951675813,0.9811081966245832,0.9904321035763253,0.9905490134775797,0.9926898282784916,0.9905090593349377,0.07939253953563238,0.10013104566913003,0.8712747099946994,0.09587452477655165
1655.jpg,benign,873.4740350736708,899.6199400752076,92.42422725816785,902.2351143196123,0.9865673109975446,0.9861652271387567,0.9985786573484734,0.986125009775788,3.425388372837925,3.527921333628265,0.3624479500320308,3.5381769189004406,0.08469461263877401,0.08428790890010768,0.06074007460800732,0.0844873142487241,0.9724573200378066,0.972260250408407,0.9803129299691445,0.9721815006746771,0.9861325063285393,0.9860325808047151,0.9901075345482149,0.9859926473735375,0.0599942521817065,0.01852880320335464,0.9221925856755824,0.018436387041407425
869.jpg,benign,156.20996156310062,558.3397011803977,477.74213244714923,560.9548754248024,0.9975977307298143,0.991413593006176,0.9926530598153485,0.9913733756432074,0.6125880845611789,2.189567455609403,1.8734985586162716,2.199823040881578,0.04650550902628295,0.05726323882727204,0.05737582982027273,0.05748200540944046,0.9865743190657139,0.9825388692882447,0.9831240431156639,0.9824594879262192,0.9932644758903411,0.991230986848295,0.991526118221635,0.9911909442313419,0.782185650773348,0.04043007717692634,0.23331493821219534,0.0402104904143492
1443.jpg,benign,580.5803571428571,995.0737999959782,572.7698590647021,1019.9179553178227,0.9910715658791429,0.984697293390398,0.9911916793426521,0.984315228442195,2.276785714285714,3.90225019606266,2.2461563100576556,3.999678256148324,0.0882426376449578,0.09376108906834538,0.08801720206893049,0.09401916372696834,0.9725494282005922,0.9688349558380881,0.9726281272302,0.9684845074727189,0.9861792069398909,0.9842941409142331,0.9862191071106866,0.9841161046709472,0.5200136576378861,0.04928717645147034,0.5274688324230516,0.024351483808185952
