homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,entropy_0,entropy_45,entropy_90,entropy_135,asm_0,asm_45,asm_90,asm_135,label
0.585133680305921,0.5416320449388022,0.5760646709098353,0.5160873942636174,18.348098434004488,25.162199900905446,23.663400447427325,32.35930813927306,1.5313646532438405,1.8863114274131836,1.687919463087244,2.2194946173595835,0.10002594141247788,0.09312398748714452,0.09895501731168488,0.08815889483802389,0.9126341746251331,0.8806859261328617,0.8875026122014305,0.8465624347743522,7.569149872876178,7.8019567139637225,7.631840080450467,7.9764053492302285,0.010005188955452457,0.00867207704550585,0.009792095451155853,0.007771990739061756,benign
0.5259986780071472,0.4773028813967727,0.5228251393021386,0.4918363474105181,26.70366890380295,40.2009368947344,20.921342281879095,33.74920048646436,2.7566442953020127,3.6097022656636812,2.6133333333333213,3.282014323679119,0.26388943506781976,0.25027778077511315,0.2612709986214662,0.2550226301822774,0.990795237065049,0.9861956363089426,0.9927875225132254,0.9884112206232422,8.492981197865754,8.791567254904782,8.472681172949722,8.695635879984657,0.06963763394041307,0.06263896754971558,0.0682625347206582,0.0650365419050866,benign
0.6515781907133809,0.6448800868795882,0.6993650938578608,0.6348220961949749,177.75449664429522,179.28548263591767,111.7875615212527,197.55592090446447,3.3678299776286384,3.451150849060849,2.2034899328859088,3.770686005134891,0.39910273020206,0.40002463823357587,0.40235250290938984,0.3987922609317466,0.888198420668412,0.8870633938999758,0.9293085914088296,0.8755430385721641,6.283499110725683,6.310341878577253,6.0018980367056765,6.380634616919602,0.15928298925473827,0.16001971119390326,0.16188753659745056,0.15903526737905427,benign
0.6601122168004263,0.6269950003666853,0.6670180710746092,0.6363354906576134,50.98612975391489,61.16274041709821,51.52286353467559,63.41462096301969,2.445190156599553,2.921399936939779,2.4348993288590632,2.927525787126709,0.3350657397328101,0.3322230424265987,0.3376526082619415,0.3312162683585825,0.855216486693963,0.8265048338951526,0.8540170172806308,0.8201245205209899,6.252751711541348,6.430615676002092,6.2201200052808865,6.394001381392643,0.11226904994269526,0.11037214991918563,0.1140092838660921,0.10970421642538451,benign
0.6667143019607625,0.6487924942344705,0.7136108421417771,0.6450529822138369,43.43131991051446,46.77847844691693,28.244921700223745,47.900004504301684,1.78031319910515,1.9438313589477958,1.2623713646532446,1.973424620512588,0.2518649803957947,0.2519078545886787,0.2558294422302754,0.2515741161506136,0.9060652594293751,0.898936838857226,0.9387425415974501,0.8965125335021623,6.805567195496514,6.898110841815285,6.517301811990043,6.913534690312227,0.06343596834977404,0.0634575672034709,0.0654487035118538,0.06328953591696242,benign
0.47003106551411317,0.44833985433411877,0.5532614156675764,0.45613662547653083,39.751633109619625,45.55069591459851,21.372841163310937,42.2181883698933,2.5349888143176718,2.8056844286293443,1.6748545861297508,2.7042025134002934,0.07707567924200044,0.07386516298589871,0.09046771307371981,0.0752459930244257,0.7942325008118616,0.7651796370197546,0.8893399459785302,0.7823581048056226,8.064443568349777,8.188480512551825,7.591976429163959,8.15037085907434,0.005940660330615738,0.005456062302933381,0.008184407108788896,0.0056619594662319205,benign
0.46018930033862204,0.42722946919778904,0.4997173466549395,0.4463087625593365,272.7749440715876,331.48011350840096,230.15378076062672,299.43736768614013,6.88393736017897,8.24917796495651,5.7521700223713745,7.499256790234668,0.21301452604184326,0.2054044085773476,0.22084137116993116,0.21015294268434712,0.7120551165484433,0.6507966925833513,0.7580056442977855,0.6845864688795781,8.142206162299429,8.332758706457744,7.8917547415136795,8.223997210511676,0.045375188304831116,0.04219097106300995,0.0487709112202153,0.04416425931889048,benign
0.5286922561920578,0.4929637949726893,0.5691353462410503,0.5220691756306605,131.1927069351227,159.07751903067557,100.66111856823235,135.44552047205207,3.8869351230425035,4.760326111436417,3.104787472035795,4.013062474663292,0.17387230704771817,0.1700180459364078,0.17777415865971705,0.17494662506910383,0.8102926678222344,0.7709442626155603,0.8548585320326011,0.8049618699493922,8.356803230211225,8.603994082937358,8.11340082821193,8.39475257797324,0.030231579158095986,0.02890613594403447,0.03160365148717025,0.030606321623069584,benign
0.47963228430573357,0.4503674111571479,0.5140737337477206,0.4486055097459638,93.691275167785,108.18233412909424,75.83270693512299,116.56682131435659,3.3927516778523326,3.9196432593126334,2.8029977628635216,4.084951128327554,0.1391898019968986,0.13719377347340544,0.1421399084869319,0.13549782644191685,0.9102709556152966,0.8964032101610548,0.9277532807308079,0.8883682210822311,9.253183985698499,9.430106784066187,9.026302053914712,9.466321242780227,0.019373800979935837,0.018822131479872085,0.02020375358467337,0.018359660970483825,benign
0.5573975937975868,0.5658889390301013,0.5974593317910796,0.5291266755100038,83.80751677852344,86.00864825908772,54.348635346756176,101.03270122967483,2.6234451901565916,2.6051979640556784,1.9456823266219214,3.1299040583757503,0.20346350905392913,0.20489004540460712,0.20701834954946124,0.20234466915645996,0.891742045218409,0.8895011005456125,0.9298464557603625,0.8701981565123289,7.373952915848234,7.3431966682233885,7.147931475693549,7.553700759220335,0.0413973995165383,0.04197993070590197,0.042856597050182924,0.04094336513603724,benign
